전화번호,도로명주소,Latitude,Longitude,사업장명
546-2475,서울특별시 강남구 도산대로 155 (신사동,,,24시 페츠비동물병원
02-558-6354,서울특별시 강남구 역삼로 134 (역삼동,,,메디포즈 동물의료센터
1644-9416,서울특별시 강남구 도곡로 115,,,봄동물병원
3447-0379,서울특별시 강남구 선릉로 806,,,한국동물영상의학센터
546-2476,서울특별시 강남구 도산대로 155,,,페츠비동물의료센터
02-445-7579,서울특별시 강남구 헌릉로 569 (세곡동,,,마더스동물병원
02-538-6121,서울특별시 강남구 도곡로 401 (대치동,,,쿨펫동물병원
02-538-6121,서울특별시 강남구 도곡로 401 (대치동,,,쿨 펫 동물병원 강남점
02-558-7975,서울특별시 강남구 테헤란로64길 13 (대치동,,,루이스동물병원
02-501-8275,서울특별시 강남구 도곡로 447,,,베스트동물병원
02-538-6121,서울특별시 강남구 도곡로 401,,,쿨펫동물병원
508-5575,서울특별시 강남구 영동대로 217 (대치동,,,하나동물병원
3432-7533,서울특별시 송파구 백제고분로 270,,,동산동물병원
02-3445-7582,서울특별시 강남구 논현로 621,,,충현동물심장진료센터
546-2475,서울특별시 강남구 도산대로 155 (신사동,,,24시 페츠비동물병원
02-566-5852,서울특별시 강남구 역삼로 138,,,현진우 동물병원
2202-3678,서울특별시 강남구 봉은사로 146 (역삼동,,,알프스동물병원
556-6125,서울특별시 강남구 삼성로 312,,,이리온 동물의료원-대치점
02-501-0577,서울특별시 강남구 논현로 546,,,프렌즈동물병원
514-2486,서울특별시 강남구 봉은사로 463,,,백산동물병원
533-5790,서울특별시 강남구 남부순환로 2917 (대치동,,,청실동물병원
514-7582,서울특별시 강남구 봉은사로 205,,,강남동물병원
02-568-0275,서울특별시 강남구 도곡로 510,,,센트럴동물병원
568-2934,서울특별시 강남구 삼성로 212 (대치동,,,로잔수의과병원
02-459-2824,서울특별시 강남구 일원로 45,,,삼성종합동물병원
568-1435,서울특별시 강남구 언주로103길 51,,,Dr.베토벤동물병원
511-6364,서울특별시 강남구 강남대로118길 23,,,백산동물병원
3411-1604,서울특별시 강남구 개포로 512 (개포동,,,개포동물병원
02-3452-6193,서울특별시 강남구 역삼로 406,,,그린동물병원
533-6697,서울특별시 강남구 삼성로 212 (대치동,,,대치동물병원
02-578-8400,서울특별시 강남구 개포로 223,,,포이동물병원
549-7582,서울특별시 강남구 논현로 621,,,충현동물병원
02-541-7515,서울특별시 강남구 삼성로 654 (삼성동,,,우리종합동물병원
02-573-7582,서울특별시 강남구 남부순환로363길 12-9 (도곡동,,,퍼플동물병원
02-566-8211~2,서울특별시 강남구 역삼로 423 (대치동,,,서울동물병원
558-7975,서울특별시 강남구 테헤란로64길 13,,,스누피동물병원
3445-7275,서울특별시 강남구 도산대로 514,,,일마레동물메디컬센터
02-565-7582,서울특별시 강남구 봉은사로44길 1,,,한아름동물병원
02-514-2486,서울특별시 강남구 봉은사로 463 (삼성동,,,양현국동물병원
568-7457,서울특별시 강남구 도곡로 175,,,튼튼종합동물병원
02-556-8037,서울특별시 강남구 도곡로 401 (대치동,,,펫 마스터 동물병원
02-546-2475,서울특별시 강남구 도산대로 155,,,신사24시SKY동물병원
02-546-2999,서울특별시 강남구 강남대로118길 60,,,카디오 동물의료병원
1644-9416,서울특별시 강남구 도곡로 115,,,봄동물병원
02-501-8275,서울특별시 강남구 도곡로 439,,,대치동물의료센터
02-2226-7975,서울특별시 강남구 광평로10길 50 (일원동,,,다옴동물병원
269257021,서울특별시 강남구 학동로 437,,,아이윌24시동물병원
515-8276,서울특별시 강남구 강남대로128길 34,,,와이즈동물병원
566-8211,서울특별시 강남구 역삼로 412 (대치동,,,서울동물병원
508-5575,서울특별시 강남구 영동대로 217,,,하나동물병원
02-574-7533,서울특별시 강남구 개포로22길 14,,,이안동물진단센터
02-545-0075,서울특별시 강남구 도산대로 309,,,치료멍멍동물병원
566-8211,서울특별시 강남구 역삼로 426,,,서울동물병원
02-565-5023,서울특별시 강남구 남부순환로 2936,,,아미칼동물병원
02-501-8275,서울특별시 강남구 도곡로 439,,,대치동물의료센터
02-517-7775,서울특별시 강남구 압구정로29길 71 (압구정동,,,우리들동물병원
02-518-7500,서울특별시 강남구 강남대로 536,,,영동동물병원
02-574-8956,서울특별시 강남구 개포로22길 14 (개포동,,,이안동물영상의학센터
508-7583,서울특별시 강남구 역삼로 234,,,드림동물병원
02-556-5252,서울특별시 강남구 언주로 527,,,역삼동물병원
557-1555,서울특별시 강남구 선릉로 528,,,선릉동물병원
512-2575,서울특별시 강남구 삼성로 573,,,마이펫동물의료센터
517-7775,서울특별시 강남구 압구정로29길 71,,,우리동물병원
508-5859,서울특별시 강남구 영동대로 217 (대치동,,,하나동물병원
02-6677-1020,서울특별시 강남구 강남대로118길 53 (논현동,,,아지케어
02-554-7505,서울특별시 강남구 논현로 515,,,24시 닥터멍 동물병원
553-7975,서울특별시 강남구 역삼로 149,,,큐빌론동물병원
555-2272,서울특별시 강남구 남부순환로 2912 (대치동,,,펫프렌즈 동물의료센터
02-501-8275,서울특별시 강남구 도곡로 447 (대치동,,,베스트동물병원
02-555-6835,서울특별시 강남구 역삼로 442,,,원동물병원
02-544-9988,서울특별시 강남구 학동로 165 (논현동,,,학동24시동물병원
568-7457,서울특별시 강남구 도곡로 175 (역삼동,,,서울가족동물병원
558-7975,서울특별시 강남구 테헤란로64길 13,,,루이스동물병원
549-7579,서울특별시 강남구 압구정로 134,,,가로수 동물병원
02-546-2475~6,서울특별시 강남구 도산대로 155,,,페츠비동물병원
420-9993,서울특별시 송파구 가락로 162,,,한양종합동물병원
4004633,서울특별시 송파구 강동대로 320 (방이동,,,올림픽동물병원
412-0098,서울특별시 송파구 백제고분로 131,,,팔라스동물병원
2202-3633,서울특별시 송파구 송파대로 451,,,닥터제이동물병원
449-8575,서울특별시 송파구 성내천로 211 (마천동,,,메디펫동물병원
400-4633,서울특별시 송파구 강동대로 300,,,오즈동물병원
413-7119,서울특별시 송파구 오금로 169,,,페미페츠동물병원
423-2075,서울특별시 송파구 올림픽로35길 124,,,늘푸른동물병원
416-8070,서울특별시 송파구 오금로 168,,,강남종합동물병원
2202-3515,서울특별시 송파구 백제고분로 195 (삼전동,,,서울동물의료원
408-9725,서울특별시 송파구 오금로 494,,,가람종합동물병원
02-443-7533,서울특별시 송파구 오금로 306,,,오금동물병원
430-5353,서울특별시 송파구 마천로 76 (오금동,,,이솝 동물병원
473-0577,서울특별시 송파구 토성로 30-1,,,애니종합동물병원
419-0430,서울특별시 송파구 백제고분로 218,,,사랑의동물병원
430-5353,서울특별시 송파구 마천로 76,,,솔로몬동물병원
4006294,서울특별시 송파구 마천로26길 12,,,거여가축병원
3401-7588,서울특별시 송파구 송이로32길 16 (문정동,,,서울동물병원
428-8778,서울특별시 송파구 중대로 80 (문정동,,,"펫,알엔티 동물병원"
02-471-8275,서울특별시 송파구 올림픽로35가길 16,,,위즈펫동물병원
02-3401-0075,서울특별시 송파구 위례광장로 136,,,위례동물병원
02-424-7582,서울특별시 송파구 올림픽로35길 112,,,바우동물병원
2203-0040,서울특별시 송파구 올림픽로 240,,,한울동물병원
02-417-7774,서울특별시 송파구 오금로 147,,,잘키움행동치료동물병원
02-6941-1470,서울특별시 송파구 올림픽로 240,,,웰니스동물병원(롯데월드점)
2143-1735,서울특별시 송파구 올림픽로 240,,,쿨펫 월드점 동물병원
02-425-6125,서울특별시 송파구 오금로 182,,,이리온 동물의료원
4120098,서울특별시 송파구 백제고분로 131,,,아미동물병원
4156279,서울특별시 송파구 백제고분로46길 27,,,이동훈동물병원
3431-6007,서울특별시 송파구 석촌호수로 188,,,잠실VIP동물병원
4730577,서울특별시 송파구 토성로 30-1,,,청담동물병원
443-7533,서울특별시 송파구 오금로 306,,,오금동물병원
3401-7582,서울특별시 송파구 송이로32길 19,,,하군이네 동물병원
400-4633,서울특별시 송파구 강동대로 300,,,오즈동물병원
400-7555,서울특별시 송파구 충민로2길 36,,,치치동물병원
424-7588,서울특별시 송파구 올림픽로 435,,,에이스종합동물병원
443-9229,서울특별시 송파구 동남로4길 25,,,로데오24종합동물병원
400-3644,서울특별시 송파구 오금로46길 36,,,더독동물병원
4303737,서울특별시 송파구 중대로 206,,,에이스동물병원
418-8611,서울특별시 송파구 올림픽로 362,,,박경호동물병원
4191351,서울특별시 강남구 봉은사로72길 33,,,25시동물병원
449-8575,서울특별시 송파구 성내천로 306,,,다사랑동물병원
431-7575,서울특별시 송파구 동남로 202 (가락동,,,더 동물병원
402-9119,서울특별시 송파구 중대로 320,,,준동물병원
431-7575,서울특별시 송파구 동남로 202,,,문정종합동물병원
2202-3515,서울특별시 송파구 백제고분로 195 (삼전동,,,서울동물의료원
484-4063,서울특별시 송파구 올림픽로 553,,,박형우동물병원
406-4814,서울특별시 송파구 마천로 263,,,동물의왕국
419-2611,서울특별시 송파구 가락로 62,,,엄마손동물병원
406-4814,서울특별시 송파구 마천로 263,,,동물의왕국
4139181,서울특별시 송파구 백제고분로48길 6,,,한성종합동물병원
413-7119,서울특별시 송파구 오금로 169,,,페미페츠동물병원
420-8133,서울특별시 송파구 백제고분로46길 41-12,,,(주)한국동물임상연구소
413-7119,충청남도 예산군 예산읍 아리랑로 93-10,,,(주)패미프랜동물병원
412-5657,서울특별시 송파구 오금로31길 41 (방이동,,,오륜동물병원
2203-0049,서울특별시 송파구 올림픽로 212 (잠실동,,,쿨펫동물병원
403-0222,서울특별시 송파구 송이로 95,,,밍키종합동물병원
416-8875,서울특별시 송파구 가락로 259,,,방이동물병원
443-7533,서울특별시 송파구 오금로 306 (가락동,,,오금 동물병원
2202-0344,서울특별시 송파구 백제고분로 181 (잠실동,,,최재호한방동물병원
422-3379,서울특별시 송파구 삼전로 85,,,KYH웰빙동물병원
430-7972,서울특별시 송파구 문정로4길 18,,,해뜨는 동물병원
419-7571,서울특별시 송파구 백제고분로 432 (송파동,,,송파원동물병원
430-7585,서울특별시 송파구 송이로 98,,,해밀동물병원
413-6676,서울특별시 송파구 가락로 259 (방이동,,,레인보우동물병원
2203-0040,서울특별시 송파구 올림픽로 212 (잠실동,,,잠실초이 동물병원
419-8275,서울특별시 송파구 백제고분로 214,,,건국동물병원
400-7582,서울특별시 송파구 송이로 171,,,봄빛동물병원
416-8070,서울특별시 송파구 오금로 168,,,강남종합동물병원
420-0975,서울특별시 송파구 석촌호수로 94,,,신천 동물병원
3431-6007,서울특별시 송파구 석촌호수로 188 (석촌동,,,로잔동물병원
3401-7588,서울특별시 송파구 송이로32길 16 (문정동,,,서울동물병원
02-3213-2798,서울특별시 송파구 올림픽로 300,,,펫가든동물병원 월드타워점
473-0577,서울특별시 송파구 토성로 30-1 (풍납동,,,튼튼동물병원
420-7580,서울특별시 송파구 백제고분로 115 (잠실동,,,꿈이 크는 동물병원
422-7773,서울특별시 송파구 석촌호수로 74,,,참 동물병원
2144-6175,서울특별시 송파구 올림픽로 212,,,갤러리아동물병원
2047-4224,서울특별시 송파구 충민로 10,,,웰니스동물병원
404-8275,서울특별시 송파구 마천로 274,,,첼린저동물병원
02-415-7114,서울특별시 송파구 가락로 210,,,송이종합동물병원
400-7582,서울특별시 송파구 송이로 171,,,봄빛 동물병원
23069990,서울특별시 은평구 수색로 200(증산동,,,정든동물병원
354-0087,서울특별시 은평구 증산로 413,,,야옹동물병원
02-830-1494,서울특별시 송파구 백제고분로 506,,,베를린 동물치과센터
02-443-8898,서울특별시 송파구 양산로4길 13,,,마루동물병원
420-9993,서울특별시 송파구 가락로 162,,,한양종합동물병원
02-517-5585,서울특별시 강남구 선릉로126길 6,,,강남예치과동물병원
02-449-0075,서울특별시 송파구 오금로 473,,,온마음 동물메디컬센터
02-470-7905,서울특별시 송파구 올림픽로47길 20,,,씨밀레동물병원
02-423-8280,서울특별시 송파구 올림픽로 119,,,연 동물병원
402-9119,서울특별시 송파구 위례성대로 178,,,준동물병원
02-420-7580,서울특별시 송파구 백제고분로 115,,,꿈이크는 동물병원
919-0075,서울특별시 노원구 노원로 408,,,노원N동물의료센터
02-2039-2575,서울특별시 송파구 백제고분로 293,,,닥터캣 고양이병원
02-419-1351,서울특별시 송파구 삼전로 80,,,25시동물의료센터
02-545-8952,서울특별시 강남구 강남대로122길 47,,,커비동물병원
02-473-6900,서울특별시 송파구 올림픽로 611,,,천호동물병원
02-415-7555,서울특별시 송파구 오금로 185,,,송파 마리동물병원
3428-4036,서울특별시 강동구 구천면로 428,,,펫클럽동물병원
428-1161,서울특별시 강동구 고덕로62길 55,,,주양동물병원
486-4252,서울특별시 강동구 천호대로 1190,,,김태화동물병원
02-402-6752,서울특별시 강동구 천호대로191길 6,,,양지가축동물병원
02-478-2208,서울특별시 강동구 천호대로191길 6,,,양지가축동물병원
24887524,서울특별시 강동구 양재대로 1571,,,위즈펫동물병원 강동점
3427-7582,서울특별시 강동구 올림픽로 800,,,광나루동물병원
471-8275,서울특별시 강동구 양재대로 1299,,,페토피아동물병원
02-488-7524,서울특별시 강동구 양재대로 1571 (천호동,,,위즈펫동물병원 강동점
02-457-0075,서울특별시 강동구 양재대로 1410,,,서울동물메디컬센터
426-7722,서울특별시 강동구 아리수로 421,,,아프리카동물병원
426-2775,서울특별시 강동구 고덕로 133,,,사랑해동물병원
479-2275,서울특별시 강동구 풍성로 197,,,한나동물병원
02-426-2775,서울특별시 강동구 고덕로 133,,,돌봄동물병원
02-484-4063,서울특별시 강동구 올림픽로 566,,,닥터표동물병원
02-488-8275,서울특별시 강동구 올림픽로 568,,,박형우동물병원
02-475-7501,서울특별시 강동구 성안로 16,,,석동물병원
02-484-5502,서울특별시 강동구 성내로 36,,,가람동물병원
02-6227-8275,서울특별시 강동구 동남로 877,,,고덕24시 동물병원
02-3428-0045,서울특별시 강동구 고덕로 399,,,센트럴동물병원
02-426-7722,서울특별시 강동구 아리수로 421,,,아프리카동물병원
02-441-7585,서울특별시 강동구 고덕로 399,,,고덕 동물의료센터
02-6403-1750,서울특별시 강동구 천중로49길 4,,,사랑동물병원
02-426-7979,서울특별시 강동구 아리수로93나길 60,,,메이플 동물의료센터
2645-7582,서울특별시 양천구 목동동로 309,,,행복한세상동물병원
02-426-2775,서울특별시 강동구 고덕로 133,,,사랑해동물병원
02-404-6123,서울특별시 송파구 오금로35길 44,,,이재풍동물병원
02-588-8661,서울특별시 서초구 동작대로 20,,,동편동물혈액검진센터
02-2215-7522,서울특별시 동대문구 한천로14길 87,,,VIP동물의료센터
0507-1375-5852,서울특별시 송파구 법원로4길 10,,,문정힐스 동물병원
02-335-3333,서울특별시 마포구 월드컵북로12길 22,,,우리동생 동물병원
02-2282-0119,서울특별시 성동구 금호로 146,,,조형선외과동물병원
02-2039-7572,서울특별시 성동구 왕십리로 410 (하왕십리동,,,다온동물병원
436-7311,서울특별시 중랑구 망우로 415,,,세진동물병원
02-427-1076,서울특별시 강동구 구천면로 664,,,Dr.베토벤동물병원
02-2124-2832,서울특별시 마포구 매봉산로 31,,,서울동물복지지원센터 동물병원
02-420-0975,서울특별시 송파구 석촌호수로 108,,,신천동물병원
2607-0022,서울특별시 양천구 오목로 45,,,양천종합동물병원
02-2690-9990,서울특별시 강서구 강서로 206,,,나음동물의료센터
02-423-5755,서울특별시 강남구 영동대로 22,,,나리울동물병원
02-797-4408,서울특별시 용산구 대사관로 41,,,동물병원 메이
907-7512,서울특별시 도봉구 시루봉로 59,,,사랑해요동물병원
02-2651-9953,서울특별시 양천구 은행정로 10,,,해성동물병원
02-544-7975,서울특별시 강남구 학동로20길 39,,,다정동물병원
02-6949-3038,서울특별시 서초구 강남대로79길 32,,,서초 이태형 동물병원
2058-1882,서울특별시 서초구 바우뫼로 211,,,에이블 동물병원
02-443-8083,서울특별시 송파구 마천로 264,,,오주동물병원
02-983-8575,서울특별시 강북구 솔샘로 184,,,사랑의 동물병원
02-6925-7021,서울특별시 강남구 삼성로133길 3,,,아이윌24시동물병원
02-400-8575,서울특별시 송파구 새말로 125,,,송파바로동물병원
02-417-3021,서울특별시 송파구 위례성대로 102,,,스킨앤이어동물병원
02-2203-7975,서울특별시 송파구 삼학사로 88,,,잠실베스트동물메디컬센터
02-874-3535,서울특별시 관악구 남부순환로191길 6,,,양지동물병원
02-6956-5259,서울특별시 송파구 양재대로 1164,,,엘리트 동물의료센터
02-2088-7775,서울특별시 송파구 오금로 147,,,샤인동물메디컬센터
2038-9980,서울특별시 도봉구 노해로65길 14,,,하비동물병원
02-889-0575,서울특별시 관악구 남부순환로 1747-1,,,형제동물의료센터
3473-8274,서울특별시 서초구 서초대로 108,,,내방동물병원
02-414-7588,서울특별시 송파구 올림픽로 88,,,희망종합동물병원
02-562-7959,서울특별시 강남구 테헤란로34길 26,,,우쭈쭈동물건강검진센터 역삼점
